arquivo;algoritmo;estrutura;execucao;tempo_ms
sample500-99800.gr;FLOYDWARSHALL;LISTA;11;9730,5597
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;1;8849,6691
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;2;11552,8800
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;3;10502,0458
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;4;9346,0132
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;5;8740,2099
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;6;8709,4321
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;7;9908,1199
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;8;8182,6450
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;9;9441,5373
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;10;9620,6728
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;11;11546,7350
